Date,d,Time,Temperature,Humidity,Wind Speed,Wind Gust,Precipitation,Condition
1/12/20 19:36,1/12/2020,7:36 PM,32  F,85,7 mph,0 mph,0.0 in,Light Freezing Drizzle
1/12/20 19:53,1/12/2020,7:53 PM,31  F,89,7 mph,0 mph,0.0 in,Wintry Mix
1/12/20 20:53,1/12/2020,8:53 PM,32  F,88,9 mph,0 mph,0.0 in,Wintry Mix
1/12/20 21:53,1/12/2020,9:53 PM,32  F,92,9 mph,0 mph,0.0 in,Wintry Mix
1/12/20 22:53,1/12/2020,10:53 PM,32  F,92,7 mph,0 mph,0.0 in,Light Snow
1/12/20 23:33,1/12/2020,11:33 PM,33  F,89,6 mph,0 mph,0.0 in,Light Snow
1/12/20 23:53,1/12/2020,11:53 PM,33  F,89,6 mph,0 mph,0.0 in,Light Snow
1/13/20 00:03,1/13/2020,12:03 AM,33  F,92,6 mph,0 mph,0.0 in,Light Snow
1/13/20 00:21,1/13/2020,12:21 AM,32  F,96,5 mph,0 mph,0.0 in,Light Snow
1/13/20 00:46,1/13/2020,12:46 AM,32  F,96,5 mph,0 mph,0.0 in,Light Snow
1/13/20 00:53,1/13/2020,12:53 AM,33  F,92,3 mph,0 mph,0.0 in,Light Snow
1/13/20 01:33,1/13/2020,1:33 AM,33  F,92,6 mph,0 mph,0.0 in,Light Snow
1/13/20 01:53,1/13/2020,1:53 AM,33  F,92,8 mph,0 mph,0.0 in,Light Snow
1/13/20 02:31,1/13/2020,2:31 AM,33  F,89,8 mph,0 mph,0.0 in,Light Snow
1/13/20 02:53,1/13/2020,2:53 AM,33  F,89,13 mph,0 mph,0.0 in,Cloudy
1/13/20 03:53,1/13/2020,3:53 AM,33  F,89,10 mph,0 mph,0.0 in,Cloudy
1/13/20 04:53,1/13/2020,4:53 AM,33  F,85,14 mph,0 mph,0.0 in,Cloudy
1/13/20 05:48,1/13/2020,5:48 AM,34  F,81,16 mph,0 mph,0.0 in,Cloudy
1/13/20 05:53,1/13/2020,5:53 AM,33  F,78,17 mph,23 mph,0.0 in,Cloudy
1/13/20 06:53,1/13/2020,6:53 AM,32  F,79,12 mph,0 mph,0.0 in,Cloudy
1/13/20 07:53,1/13/2020,7:53 AM,32  F,75,13 mph,0 mph,0.0 in,Cloudy
1/13/20 08:53,1/13/2020,8:53 AM,32  F,75,14 mph,0 mph,0.0 in,Cloudy
1/13/20 09:53,1/13/2020,9:53 AM,32  F,75,9 mph,0 mph,0.0 in,Cloudy
1/13/20 10:53,1/13/2020,10:53 AM,32  F,73,8 mph,0 mph,0.0 in,Cloudy
1/13/20 11:53,1/13/2020,11:53 AM,32  F,75,7 mph,0 mph,0.0 in,Cloudy
1/13/20 12:53,1/13/2020,12:53 PM,32  F,75,7 mph,0 mph,0.0 in,Cloudy
1/13/20 13:53,1/13/2020,1:53 PM,33  F,72,7 mph,0 mph,0.0 in,Cloudy
1/13/20 14:53,1/13/2020,2:53 PM,33  F,75,5 mph,0 mph,0.0 in,Cloudy
1/13/20 15:53,1/13/2020,3:53 PM,33  F,75,9 mph,0 mph,0.0 in,Cloudy
1/13/20 16:53,1/13/2020,4:53 PM,33  F,75,7 mph,0 mph,0.0 in,Cloudy
1/13/20 17:53,1/13/2020,5:53 PM,34  F,73,3 mph,0 mph,0.0 in,Cloudy
1/13/20 18:53,1/13/2020,6:53 PM,34  F,75,7 mph,0 mph,0.0 in,Cloudy
1/13/20 19:53,1/13/2020,7:53 PM,34  F,79,8 mph,0 mph,0.0 in,Cloudy
1/13/20 20:24,1/13/2020,8:24 PM,34  F,79,9 mph,21 mph,0.0 in,Cloudy
1/13/20 20:53,1/13/2020,8:53 PM,34  F,79,6 mph,0 mph,0.0 in,Cloudy
1/13/20 21:53,1/13/2020,9:53 PM,35  F,78,9 mph,20 mph,0.0 in,Cloudy
1/13/20 22:53,1/13/2020,10:53 PM,34  F,82,10 mph,0 mph,0.0 in,Cloudy
1/13/20 23:40,1/13/2020,11:40 PM,35  F,82,6 mph,0 mph,0.0 in,Cloudy
1/13/20 23:53,1/13/2020,11:53 PM,34  F,85,7 mph,0 mph,0.0 in,Cloudy
1/14/20 00:53,1/14/2020,12:53 AM,35  F,82,9 mph,0 mph,0.0 in,Cloudy
1/14/20 01:53,1/14/2020,1:53 AM,35  F,82,8 mph,0 mph,0.0 in,Cloudy
1/14/20 02:53,1/14/2020,2:53 AM,35  F,85,12 mph,0 mph,0.0 in,Cloudy
1/14/20 03:53,1/14/2020,3:53 AM,35  F,85,7 mph,0 mph,0.0 in,Cloudy
1/14/20 04:39,1/14/2020,4:39 AM,35  F,89,5 mph,0 mph,0.0 in,Cloudy
1/14/20 04:53,1/14/2020,4:53 AM,35  F,89,6 mph,0 mph,0.0 in,Cloudy
1/14/20 05:53,1/14/2020,5:53 AM,35  F,89,7 mph,0 mph,0.0 in,Cloudy
1/14/20 06:53,1/14/2020,6:53 AM,35  F,89,8 mph,0 mph,0.0 in,Cloudy
1/14/20 07:40,1/14/2020,7:40 AM,35  F,92,7 mph,0 mph,0.0 in,Fog
1/14/20 07:53,1/14/2020,7:53 AM,35  F,92,8 mph,0 mph,0.0 in,Fog
1/14/20 08:53,1/14/2020,8:53 AM,36  F,93,9 mph,0 mph,0.0 in,Cloudy
1/14/20 09:27,1/14/2020,9:27 AM,37  F,89,9 mph,0 mph,0.0 in,Cloudy
1/14/20 09:53,1/14/2020,9:53 AM,38  F,89,9 mph,0 mph,0.0 in,Cloudy
1/14/20 10:53,1/14/2020,10:53 AM,38  F,86,15 mph,0 mph,0.0 in,Cloudy
1/14/20 11:53,1/14/2020,11:53 AM,40  F,83,16 mph,24 mph,0.0 in,Cloudy
1/14/20 12:26,1/14/2020,12:26 PM,40  F,83,17 mph,25 mph,0.0 in,Cloudy
1/14/20 12:53,1/14/2020,12:53 PM,41  F,79,15 mph,23 mph,0.0 in,Mostly Cloudy
1/14/20 13:53,1/14/2020,1:53 PM,42  F,73,14 mph,0 mph,0.0 in,Partly Cloudy
1/14/20 14:53,1/14/2020,2:53 PM,42  F,73,14 mph,0 mph,0.0 in,Fair
1/14/20 15:53,1/14/2020,3:53 PM,41  F,70,14 mph,0 mph,0.0 in,Fair
1/14/20 16:53,1/14/2020,4:53 PM,39  F,76,9 mph,0 mph,0.0 in,Fair
1/14/20 17:53,1/14/2020,5:53 PM,37  F,82,9 mph,0 mph,0.0 in,Fair
1/14/20 18:53,1/14/2020,6:53 PM,35  F,82,6 mph,0 mph,0.0 in,Fair
1/14/20 19:53,1/14/2020,7:53 PM,34  F,82,5 mph,0 mph,0.0 in,Fair
1/14/20 20:53,1/14/2020,8:53 PM,32  F,85,3 mph,0 mph,0.0 in,Fair
1/14/20 21:53,1/14/2020,9:53 PM,31  F,85,5 mph,0 mph,0.0 in,Fair
1/14/20 22:53,1/14/2020,10:53 PM,29  F,89,5 mph,0 mph,0.0 in,Fair
1/14/20 23:53,1/14/2020,11:53 PM,30  F,85,6 mph,0 mph,0.0 in,Fair
1/15/20 00:53,1/15/2020,12:53 AM,30  F,88,3 mph,0 mph,0.0 in,Fair
1/15/20 01:53,1/15/2020,1:53 AM,29  F,89,5 mph,0 mph,0.0 in,Fair
1/15/20 02:53,1/15/2020,2:53 AM,30  F,85,5 mph,0 mph,0.0 in,Fair
1/15/20 03:26,1/15/2020,3:26 AM,30  F,88,3 mph,0 mph,0.0 in,Mostly Cloudy
1/15/20 03:53,1/15/2020,3:53 AM,30  F,92,3 mph,0 mph,0.0 in,Cloudy
1/15/20 04:20,1/15/2020,4:20 AM,31  F,92,0 mph,0 mph,0.0 in,Cloudy
1/15/20 04:53,1/15/2020,4:53 AM,33  F,89,8 mph,0 mph,0.0 in,Cloudy
1/15/20 05:53,1/15/2020,5:53 AM,33  F,89,8 mph,0 mph,0.0 in,Cloudy
1/15/20 06:53,1/15/2020,6:53 AM,33  F,89,12 mph,0 mph,0.0 in,Cloudy
1/15/20 07:15,1/15/2020,7:15 AM,33  F,92,12 mph,0 mph,0.0 in,Cloudy
1/15/20 07:28,1/15/2020,7:28 AM,33  F,92,12 mph,0 mph,0.0 in,Fog
1/15/20 07:53,1/15/2020,7:53 AM,33  F,92,10 mph,0 mph,0.0 in,Fog
1/15/20 08:53,1/15/2020,8:53 AM,34  F,92,10 mph,0 mph,0.0 in,Fog
1/15/20 09:53,1/15/2020,9:53 AM,35  F,92,8 mph,0 mph,0.0 in,Fog
1/15/20 10:14,1/15/2020,10:14 AM,35  F,92,9 mph,0 mph,0.0 in,Fog
1/15/20 10:26,1/15/2020,10:26 AM,35  F,92,8 mph,0 mph,0.0 in,Fog
1/15/20 10:53,1/15/2020,10:53 AM,35  F,92,8 mph,0 mph,0.0 in,Fog
1/15/20 11:46,1/15/2020,11:46 AM,35  F,96,3 mph,0 mph,0.0 in,Fog
1/15/20 11:53,1/15/2020,11:53 AM,35  F,92,6 mph,0 mph,0.0 in,Light Drizzle
1/15/20 12:00,1/15/2020,12:00 PM,35  F,92,3 mph,0 mph,0.0 in,Light Drizzle
1/15/20 12:28,1/15/2020,12:28 PM,36  F,97,0 mph,0 mph,0.0 in,Light Drizzle
1/15/20 12:53,1/15/2020,12:53 PM,36  F,93,0 mph,0 mph,0.0 in,Light Drizzle
1/15/20 13:21,1/15/2020,1:21 PM,37  F,93,3 mph,0 mph,0.0 in,Light Drizzle
1/15/20 13:53,1/15/2020,1:53 PM,37  F,93,5 mph,0 mph,0.0 in,Fog
1/15/20 14:53,1/15/2020,2:53 PM,37  F,93,9 mph,0 mph,0.0 in,Fog
1/15/20 15:51,1/15/2020,3:51 PM,37  F,93,8 mph,0 mph,0.0 in,Fog
1/15/20 15:53,1/15/2020,3:53 PM,37  F,93,8 mph,0 mph,0.0 in,Fog
1/15/20 16:18,1/15/2020,4:18 PM,37  F,93,8 mph,0 mph,0.0 in,Cloudy
1/15/20 16:53,1/15/2020,4:53 PM,37  F,89,17 mph,28 mph,0.0 in,Cloudy
1/15/20 17:53,1/15/2020,5:53 PM,37  F,89,9 mph,0 mph,0.0 in,Cloudy
1/15/20 18:53,1/15/2020,6:53 PM,36  F,89,14 mph,0 mph,0.0 in,Cloudy
1/15/20 19:53,1/15/2020,7:53 PM,36  F,89,15 mph,0 mph,0.0 in,Cloudy
1/15/20 20:53,1/15/2020,8:53 PM,35  F,85,12 mph,0 mph,0.0 in,Cloudy
1/15/20 21:53,1/15/2020,9:53 PM,34  F,82,16 mph,24 mph,0.0 in,Cloudy
1/15/20 22:18,1/15/2020,10:18 PM,34  F,82,14 mph,0 mph,0.0 in,Cloudy
1/15/20 22:53,1/15/2020,10:53 PM,33  F,82,14 mph,21 mph,0.0 in,Cloudy
1/15/20 23:20,1/15/2020,11:20 PM,32  F,82,15 mph,24 mph,0.0 in,Cloudy
1/15/20 23:53,1/15/2020,11:53 PM,31  F,79,18 mph,0 mph,0.0 in,Cloudy
1/16/20 00:06,1/16/2020,12:06 AM,30  F,79,17 mph,0 mph,0.0 in,Cloudy
1/16/20 00:53,1/16/2020,12:53 AM,30  F,75,17 mph,24 mph,0.0 in,Cloudy
1/16/20 01:53,1/16/2020,1:53 AM,30  F,72,15 mph,0 mph,0.0 in,Cloudy
1/16/20 02:53,1/16/2020,2:53 AM,29  F,69,17 mph,24 mph,0.0 in,Cloudy
1/16/20 03:53,1/16/2020,3:53 AM,27  F,69,18 mph,0 mph,0.0 in,Cloudy
1/16/20 04:53,1/16/2020,4:53 AM,25  F,72,14 mph,21 mph,0.0 in,Cloudy
1/16/20 05:53,1/16/2020,5:53 AM,22  F,72,15 mph,23 mph,0.0 in,Mostly Cloudy
1/16/20 06:53,1/16/2020,6:53 AM,20  F,71,14 mph,23 mph,0.0 in,Mostly Cloudy
1/16/20 07:53,1/16/2020,7:53 AM,17  F,74,15 mph,0 mph,0.0 in,Mostly Cloudy
1/16/20 08:43,1/16/2020,8:43 AM,17  F,71,13 mph,0 mph,0.0 in,Fair
1/16/20 08:53,1/16/2020,8:53 AM,17  F,71,14 mph,0 mph,0.0 in,Fair
1/16/20 09:53,1/16/2020,9:53 AM,19  F,65,15 mph,22 mph,0.0 in,Fair
1/16/20 10:53,1/16/2020,10:53 AM,20  F,57,14 mph,0 mph,0.0 in,Fair
1/16/20 11:53,1/16/2020,11:53 AM,23  F,53,16 mph,0 mph,0.0 in,Fair
1/16/20 12:53,1/16/2020,12:53 PM,24  F,48,14 mph,20 mph,0.0 in,Fair
1/16/20 13:53,1/16/2020,1:53 PM,25  F,46,10 mph,0 mph,0.0 in,Fair
1/16/20 14:53,1/16/2020,2:53 PM,25  F,45,9 mph,0 mph,0.0 in,Fair
1/16/20 15:53,1/16/2020,3:53 PM,25  F,41,12 mph,0 mph,0.0 in,Partly Cloudy
1/16/20 16:53,1/16/2020,4:53 PM,23  F,46,10 mph,0 mph,0.0 in,Partly Cloudy
1/16/20 17:53,1/16/2020,5:53 PM,21  F,50,14 mph,0 mph,0.0 in,Partly Cloudy
1/16/20 18:53,1/16/2020,6:53 PM,20  F,50,12 mph,0 mph,0.0 in,Mostly Cloudy
1/16/20 19:53,1/16/2020,7:53 PM,19  F,52,7 mph,0 mph,0.0 in,Mostly Cloudy
1/16/20 20:53,1/16/2020,8:53 PM,19  F,52,7 mph,0 mph,0.0 in,Cloudy
1/16/20 21:53,1/16/2020,9:53 PM,18  F,57,8 mph,0 mph,0.0 in,Cloudy
1/16/20 22:53,1/16/2020,10:53 PM,17  F,59,9 mph,0 mph,0.0 in,Mostly Cloudy
1/16/20 23:11,1/16/2020,11:11 PM,17  F,62,9 mph,0 mph,0.0 in,Cloudy
1/16/20 23:53,1/16/2020,11:53 PM,17  F,62,7 mph,0 mph,0.0 in,Cloudy
1/17/20 00:53,1/17/2020,12:53 AM,17  F,62,7 mph,0 mph,0.0 in,Cloudy
1/17/20 01:53,1/17/2020,1:53 AM,18  F,62,7 mph,0 mph,0.0 in,Cloudy
1/17/20 02:53,1/17/2020,2:53 AM,18  F,62,7 mph,0 mph,0.0 in,Cloudy
1/17/20 03:53,1/17/2020,3:53 AM,19  F,65,7 mph,0 mph,0.0 in,Cloudy
1/17/20 04:43,1/17/2020,4:43 AM,19  F,68,6 mph,0 mph,0.0 in,Cloudy
1/17/20 04:53,1/17/2020,4:53 AM,19  F,68,7 mph,0 mph,0.0 in,Cloudy
1/17/20 05:35,1/17/2020,5:35 AM,20  F,71,3 mph,0 mph,0.0 in,Cloudy
1/17/20 05:53,1/17/2020,5:53 AM,21  F,71,5 mph,0 mph,0.0 in,Cloudy
1/17/20 06:53,1/17/2020,6:53 AM,22  F,72,5 mph,0 mph,0.0 in,Cloudy
1/17/20 07:53,1/17/2020,7:53 AM,24  F,71,14 mph,0 mph,0.0 in,Cloudy
1/17/20 08:40,1/17/2020,8:40 AM,24  F,71,14 mph,0 mph,0.0 in,Cloudy
1/17/20 08:53,1/17/2020,8:53 AM,24  F,69,14 mph,0 mph,0.0 in,Cloudy
1/17/20 09:53,1/17/2020,9:53 AM,25  F,66,12 mph,0 mph,0.0 in,Cloudy
1/17/20 10:53,1/17/2020,10:53 AM,25  F,60,13 mph,0 mph,0.0 in,Cloudy
1/17/20 11:53,1/17/2020,11:53 AM,26  F,58,10 mph,0 mph,0.0 in,Cloudy
1/17/20 12:53,1/17/2020,12:53 PM,27  F,56,10 mph,21 mph,0.0 in,Cloudy
1/17/20 13:53,1/17/2020,1:53 PM,28  F,53,12 mph,0 mph,0.0 in,Cloudy
1/17/20 14:53,1/17/2020,2:53 PM,28  F,56,13 mph,0 mph,0.0 in,Cloudy
1/17/20 15:45,1/17/2020,3:45 PM,28  F,56,7 mph,0 mph,0.0 in,Light Snow
1/17/20 15:53,1/17/2020,3:53 PM,26  F,66,10 mph,17 mph,0.0 in,Heavy Snow
1/17/20 15:59,1/17/2020,3:59 PM,26  F,69,13 mph,0 mph,0.0 in,Light Snow
1/17/20 16:02,1/17/2020,4:02 PM,26  F,71,12 mph,0 mph,0.0 in,Snow
1/17/20 16:10,1/17/2020,4:10 PM,25  F,78,12 mph,0 mph,0.0 in,Light Snow
1/17/20 16:22,1/17/2020,4:22 PM,26  F,81,9 mph,0 mph,0.0 in,Light Snow
1/17/20 16:45,1/17/2020,4:45 PM,26  F,81,10 mph,0 mph,0.0 in,Light Snow
1/17/20 16:53,1/17/2020,4:53 PM,26  F,84,14 mph,0 mph,0.0 in,Light Snow
1/17/20 17:02,1/17/2020,5:02 PM,26  F,84,12 mph,0 mph,0.0 in,Light Snow
1/17/20 17:05,1/17/2020,5:05 PM,26  F,84,12 mph,0 mph,0.0 in,Snow
1/17/20 17:22,1/17/2020,5:22 PM,26  F,88,10 mph,0 mph,0.0 in,Light Snow
1/17/20 17:53,1/17/2020,5:53 PM,26  F,88,12 mph,0 mph,0.0 in,Light Snow
1/17/20 18:08,1/17/2020,6:08 PM,26  F,88,14 mph,0 mph,0.0 in,Snow
1/17/20 18:27,1/17/2020,6:27 PM,26  F,88,13 mph,0 mph,0.0 in,Light Snow
1/17/20 18:53,1/17/2020,6:53 PM,27  F,85,17 mph,29 mph,0.0 in,Light Snow
1/17/20 18:56,1/17/2020,6:56 PM,26  F,88,17 mph,29 mph,0.0 in,Light Snow
1/17/20 19:45,1/17/2020,7:45 PM,27  F,89,17 mph,25 mph,0.0 in,Light Snow
1/17/20 19:53,1/17/2020,7:53 PM,27  F,89,18 mph,0 mph,0.0 in,Light Snow
1/17/20 20:02,1/17/2020,8:02 PM,28  F,85,20 mph,0 mph,0.0 in,Light Snow
1/17/20 20:53,1/17/2020,8:53 PM,28  F,81,22 mph,32 mph,0.0 in,Light Snow / Windy
1/17/20 21:16,1/17/2020,9:16 PM,27  F,85,26 mph,33 mph,0.0 in,Light Snow / Windy
1/17/20 21:53,1/17/2020,9:53 PM,27  F,89,21 mph,33 mph,0.0 in,Light Snow / Windy
1/17/20 22:21,1/17/2020,10:21 PM,28  F,88,18 mph,30 mph,0.0 in,Light Snow
1/17/20 22:31,1/17/2020,10:31 PM,28  F,88,17 mph,24 mph,0.0 in,Wintry Mix
1/17/20 22:53,1/17/2020,10:53 PM,29  F,85,15 mph,25 mph,0.0 in,Wintry Mix
1/17/20 23:53,1/17/2020,11:53 PM,30  F,85,17 mph,26 mph,0.0 in,Wintry Mix
1/18/20 00:26,1/18/2020,12:26 AM,30  F,85,17 mph,28 mph,0.0 in,Wintry Mix
1/18/20 00:53,1/18/2020,12:53 AM,31  F,82,21 mph,26 mph,0.0 in,Wintry Mix / Windy
1/18/20 01:18,1/18/2020,1:18 AM,31  F,85,14 mph,0 mph,0.0 in,Wintry Mix
1/18/20 01:53,1/18/2020,1:53 AM,32  F,85,13 mph,0 mph,0.1 in,Wintry Mix
1/18/20 02:50,1/18/2020,2:50 AM,32  F,93,8 mph,0 mph,0.1 in,Wintry Mix
1/18/20 02:53,1/18/2020,2:53 AM,32  F,92,9 mph,0 mph,0.1 in,Wintry Mix
1/18/20 03:53,1/18/2020,3:53 AM,33  F,92,8 mph,0 mph,0.1 in,Wintry Mix
1/18/20 04:53,1/18/2020,4:53 AM,33  F,92,8 mph,0 mph,0.0 in,Light Rain
1/18/20 05:30,1/18/2020,5:30 AM,34  F,92,7 mph,0 mph,0.0 in,Light Drizzle
1/18/20 05:53,1/18/2020,5:53 AM,34  F,92,9 mph,0 mph,0.0 in,Light Drizzle
1/18/20 06:53,1/18/2020,6:53 AM,35  F,96,9 mph,0 mph,0.0 in,Light Drizzle
1/18/20 07:01,1/18/2020,7:01 AM,35  F,96,9 mph,0 mph,0.0 in,Light Drizzle
1/18/20 07:53,1/18/2020,7:53 AM,36  F,97,10 mph,0 mph,0.0 in,Light Drizzle
1/18/20 08:06,1/18/2020,8:06 AM,36  F,93,12 mph,0 mph,0.0 in,Light Drizzle
1/18/20 08:48,1/18/2020,8:48 AM,37  F,93,13 mph,21 mph,0.0 in,Light Drizzle
1/18/20 08:53,1/18/2020,8:53 AM,37  F,93,13 mph,23 mph,0.0 in,Light Drizzle
1/18/20 09:53,1/18/2020,9:53 AM,36  F,93,16 mph,28 mph,0.0 in,Light Rain
1/18/20 10:01,1/18/2020,10:01 AM,36  F,89,20 mph,28 mph,0.0 in,Wintry Mix
1/18/20 10:53,1/18/2020,10:53 AM,35  F,89,18 mph,30 mph,0.0 in,Cloudy
1/18/20 11:53,1/18/2020,11:53 AM,35  F,85,21 mph,31 mph,0.0 in,Cloudy / Windy
1/18/20 12:22,1/18/2020,12:22 PM,35  F,82,18 mph,30 mph,0.0 in,Cloudy
1/18/20 12:53,1/18/2020,12:53 PM,35  F,78,23 mph,39 mph,0.0 in,Cloudy / Windy
1/18/20 13:53,1/18/2020,1:53 PM,35  F,78,25 mph,33 mph,0.0 in,Cloudy / Windy
1/18/20 14:05,1/18/2020,2:05 PM,34  F,82,24 mph,38 mph,0.0 in,Cloudy / Windy
1/18/20 14:29,1/18/2020,2:29 PM,29  F,85,26 mph,39 mph,0.0 in,Light Snow / Windy
1/18/20 14:53,1/18/2020,2:53 PM,26  F,84,23 mph,35 mph,0.0 in,Cloudy / Windy
1/18/20 15:53,1/18/2020,3:53 PM,22  F,78,30 mph,46 mph,0.0 in,Cloudy / Windy
1/18/20 16:53,1/18/2020,4:53 PM,19  F,71,23 mph,37 mph,0.0 in,Light Snow / Windy
1/18/20 17:53,1/18/2020,5:53 PM,17  F,68,20 mph,40 mph,0.0 in,Light Snow
1/18/20 18:53,1/18/2020,6:53 PM,15  F,70,29 mph,40 mph,0.0 in,Light Snow / Windy
1/18/20 19:53,1/18/2020,7:53 PM,14  F,67,20 mph,35 mph,0.0 in,Light Snow
1/18/20 20:53,1/18/2020,8:53 PM,12  F,64,20 mph,32 mph,0.0 in,Light Snow
1/18/20 21:53,1/18/2020,9:53 PM,9  F,67,24 mph,37 mph,0.0 in,Light Snow / Windy
1/18/20 22:53,1/18/2020,10:53 PM,8  F,67,22 mph,32 mph,0.0 in,Light Snow / Windy
1/18/20 23:53,1/18/2020,11:53 PM,6  F,69,25 mph,35 mph,0.0 in,Light Snow / Windy
1/19/20 00:53,1/19/2020,12:53 AM,5  F,66,25 mph,37 mph,0.0 in,Light Snow / Windy
1/19/20 01:53,1/19/2020,1:53 AM,5  F,66,22 mph,33 mph,0.0 in,Cloudy / Windy
1/19/20 02:53,1/19/2020,2:53 AM,4  F,70,17 mph,30 mph,0.0 in,Cloudy
1/19/20 03:53,1/19/2020,3:53 AM,3  F,69,15 mph,26 mph,0.0 in,Mostly Cloudy
1/19/20 04:18,1/19/2020,4:18 AM,3  F,69,16 mph,31 mph,0.0 in,Partly Cloudy
1/19/20 04:53,1/19/2020,4:53 AM,3  F,69,17 mph,25 mph,0.0 in,Mostly Cloudy
1/19/20 05:22,1/19/2020,5:22 AM,3  F,69,16 mph,26 mph,0.0 in,Mostly Cloudy
1/19/20 05:53,1/19/2020,5:53 AM,3  F,69,14 mph,24 mph,0.0 in,Mostly Cloudy
1/19/20 06:53,1/19/2020,6:53 AM,4  F,70,15 mph,0 mph,0.0 in,Cloudy
1/19/20 07:53,1/19/2020,7:53 AM,5  F,70,12 mph,18 mph,0.0 in,Cloudy
1/19/20 08:53,1/19/2020,8:53 AM,6  F,69,12 mph,21 mph,0.0 in,Cloudy
1/19/20 09:53,1/19/2020,9:53 AM,7  F,70,18 mph,25 mph,0.0 in,Mostly Cloudy
1/19/20 10:53,1/19/2020,10:53 AM,10  F,67,15 mph,21 mph,0.0 in,Partly Cloudy
1/19/20 11:53,1/19/2020,11:53 AM,14  F,64,15 mph,0 mph,0.0 in,Fair
1/19/20 12:53,1/19/2020,12:53 PM,16  F,62,12 mph,0 mph,0.0 in,Fair
1/19/20 13:53,1/19/2020,1:53 PM,18  F,65,14 mph,22 mph,0.0 in,Fair
1/19/20 14:53,1/19/2020,2:53 PM,19  F,62,12 mph,0 mph,0.0 in,Fair
1/19/20 15:53,1/19/2020,3:53 PM,20  F,62,13 mph,0 mph,0.0 in,Partly Cloudy
1/19/20 16:53,1/19/2020,4:53 PM,20  F,65,15 mph,22 mph,0.0 in,Light Snow
1/19/20 17:53,1/19/2020,5:53 PM,18  F,68,15 mph,0 mph,0.0 in,Mostly Cloudy
1/19/20 18:53,1/19/2020,6:53 PM,17  F,71,13 mph,0 mph,0.0 in,Partly Cloudy
1/19/20 19:53,1/19/2020,7:53 PM,17  F,71,10 mph,0 mph,0.0 in,Partly Cloudy
1/19/20 20:53,1/19/2020,8:53 PM,18  F,68,8 mph,0 mph,0.0 in,Partly Cloudy
1/19/20 21:53,1/19/2020,9:53 PM,18  F,71,9 mph,0 mph,0.0 in,Partly Cloudy
1/19/20 22:53,1/19/2020,10:53 PM,18  F,74,10 mph,0 mph,0.0 in,Light Snow
1/19/20 23:53,1/19/2020,11:53 PM,19  F,71,8 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 00:53,1/20/2020,12:53 AM,18  F,74,6 mph,0 mph,0.0 in,Light Snow
1/20/20 01:53,1/20/2020,1:53 AM,19  F,74,7 mph,0 mph,0.0 in,Light Snow
1/20/20 02:53,1/20/2020,2:53 AM,20  F,74,6 mph,0 mph,0.0 in,Light Snow
1/20/20 03:53,1/20/2020,3:53 AM,21  F,71,5 mph,0 mph,0.0 in,Light Snow
1/20/20 04:36,1/20/2020,4:36 AM,21  F,74,6 mph,0 mph,0.0 in,Light Snow
1/20/20 04:53,1/20/2020,4:53 AM,21  F,74,6 mph,0 mph,0.0 in,Light Snow
1/20/20 05:53,1/20/2020,5:53 AM,21  F,74,7 mph,0 mph,0.0 in,Light Snow
1/20/20 06:53,1/20/2020,6:53 AM,21  F,74,5 mph,0 mph,0.0 in,Light Snow
1/20/20 07:19,1/20/2020,7:19 AM,22  F,72,5 mph,0 mph,0.0 in,Light Snow
1/20/20 07:53,1/20/2020,7:53 AM,22  F,72,6 mph,0 mph,0.0 in,Light Snow
1/20/20 08:01,1/20/2020,8:01 AM,21  F,74,8 mph,0 mph,0.0 in,Light Snow
1/20/20 08:53,1/20/2020,8:53 AM,22  F,72,5 mph,0 mph,0.0 in,Cloudy
1/20/20 09:53,1/20/2020,9:53 AM,24  F,71,5 mph,0 mph,0.0 in,Light Snow
1/20/20 10:53,1/20/2020,10:53 AM,27  F,69,0 mph,0 mph,0.0 in,Light Snow
1/20/20 11:53,1/20/2020,11:53 AM,29  F,64,5 mph,0 mph,0.0 in,Light Snow
1/20/20 12:00,1/20/2020,12:00 PM,30  F,64,6 mph,0 mph,0.0 in,Light Snow
1/20/20 12:53,1/20/2020,12:53 PM,31  F,59,7 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 13:53,1/20/2020,1:53 PM,31  F,61,7 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 14:53,1/20/2020,2:53 PM,32  F,54,10 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 15:53,1/20/2020,3:53 PM,30  F,61,6 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 16:53,1/20/2020,4:53 PM,29  F,64,9 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 17:53,1/20/2020,5:53 PM,28  F,66,8 mph,0 mph,0.0 in,Mostly Cloudy
1/20/20 18:53,1/20/2020,6:53 PM,27  F,69,6 mph,0 mph,0.0 in,Fair
1/20/20 19:53,1/20/2020,7:53 PM,26  F,71,7 mph,0 mph,0.0 in,Fair
1/20/20 20:53,1/20/2020,8:53 PM,25  F,69,9 mph,0 mph,0.0 in,Fair
1/20/20 21:53,1/20/2020,9:53 PM,23  F,68,8 mph,0 mph,0.0 in,Fair
1/20/20 22:53,1/20/2020,10:53 PM,21  F,74,5 mph,0 mph,0.0 in,Fair
1/20/20 23:53,1/20/2020,11:53 PM,20  F,74,6 mph,0 mph,0.0 in,Fair
